"Domaine","Support","Année","Nauteurs","Titre"
"Informatique", "ART", "2014", "1", "Math’n pop"
"Informatique", "COMM", "2004", "3", "Un formalisme pour la construction automatique d'interactions dans les SMA réactifs"
"Lettres", "ART", "2012", "1", "Le conceptualisme moscovite : art progressiste ou dissidence idéologique ?"
"Lettres", "COMM", "2010", "1", "Voyages et utopies de la Renaissance aux Lumières. Une réponse à la mondialisation ?"
"Lettres", "COMM", "2004", "1", "Enjeux anthropologiques d’une zoologie fantastique : l’animal et la tentation du surhumain dans l’utopie classique"
"Linguistique", "COUV", "2008", "1", "Sieyès et la figure nominaliste du métaphysicien du « Grand Cahier métaphysique » aux « Vues analytiques »"
"Lettres", "ART", "2016", "1", "Huxley et la fiction du « comme si » chez Vaihinger"
"Lettres", "COMM", "2008", "1", "Une famille persécutée et exilée, les Marum-Lunau 1933-1947"
"Lettres", "COUV", "1998", "1", "Les Retraites dans l'obscurité"
"Informatique", "COMM", "2009", "1", "Lexique organisé pour la composition sémantique"
"Lettres", "COUV", "1998", "1", "Tantra (Pratiques préliminaires)"
"Informatique", "COMM", "2008", "4", "Perceptual effects of radiation control with a multi-louspeaker device"
"Informatique", "COMM", "2013", "3", "Calcul décentralisé de dictionnaires visuels pour l'indexation multimédia dans les bases de données réparties sur les réseaux"
"Informatique", "COUV", "2011", "1", "Transparence, élections et vote électronique"
"Linguistique", "COUV", "2014", "1", "Le pigeon est-il un canard comme les autres ? Esquisse d'une Théorie des Objets Discursifs"
"Informatique", "COUV", "2001", "1", "Modèles et architectures d'agents Systèmes Multi-Agents Principes et architectures"
"Lettres", "COUV", "2009", "2", "La fonction de la description dans le voyage d'Espagne"
"Lettres", "COMM", "2011", "1", "Quelques raisonnements fabuleux"
"Informatique", "COMM", "2012", "5", "Vers l'informatisation de quelques langues d'Afrique de l'Ouest"
"Lettres", "COMM", "1994", "1", "Séminaire de catalogage du bKa' ‘gyur Bon po"
"Linguistique", "COUV", "2008", "1", "Théorie de l’information, information et linguistes français dans les années 1960. Un exemple de transfert entre mathématiques et sciences du langage"
"Lettres", "COMM", "2010", "1", "Identités multiples et discours croisés dans The Great Indian Novel de Shashi Tharoor"
"Linguistique", "COMM", "2016", "1", "Le Grand-Duché de Luxembourg, un État sans manuels scolaires nationaux"
"Informatique", "COMM", "2000", "3", "Physical and perceptual modeling of sound-source radiation"
"Informatique", "COMM", "1998", "4", "MOISE : , un modèle organisationnel pour la conception de systèmes multi-agents"
"Informatique", "COMM", "1995", "4", "Traitement de la diversité sémantique de l'information géomatique"
"Lettres", "COMM", "2011", "1", "Reste-t-on soi-même en changeant de langue ? Le bilinguisme chez le Franco-Allemand Gustave Oelsner-Monmerqué (1814-1854)"
"Informatique", "ART", "2006", "1", "La géométrie d'un Prélude"
"Informatique", "ART", "2011", "3", "Uncertainties in complex dynamic environments"
"Informatique", "COUV", "2002", "3", "Le temps dans les systèmes multi-agents"
"Lettres", "COUV", "2016", "1", "The Wind in the Willows : un roman de l'intime pour une tentative d’exploitation pédagogique des propriétés du texte littéraire"
"Informatique", "COMM", "2009", "1", "Méthodes d'optimisation et de recherche d'attributs communs entre une signature inconnue et un ensemble de modèles candidats par résolution variable"
"Informatique", "COMM", "2008", "3", "Real-time auralization system based on beam-tracing and mixed-order Ambisonics"
"Informatique", "COMM", "2007", "4", "Caractérisation vectorielle du canal de propagation DVB-T en mobilité - Projet CAVITE"
"Informatique", "COMM", "2002", "4", "Real-Time rendering of dynamic scenes using wave fields synthesis"
"Informatique", "COMM", "2008", "7", "Dynamique couplée 2D d'un modèle de palme"
"Lettres", "COUV", "2011", "1", "Le jeu ironique et la poétisation du lieu commun chez Leopoldo Alas Clarín"
"Linguistique", "COUV", "2014", "2", "Accompagner la formation de futurs enseignants de langue en tandem interculturel médiatisé: la sensibilisation aux fonctions du tutorat"
"Informatique", "ART", "1997", "1", "Les premières Machines à Traduire (1948-1960) et la filiation cybernétique"
"Informatique", "COUV", "2014", "1", "Modélisation cognitive des musiques de tradition orale"
"Informatique", "COUV", "1999", "3", "De l'évaluation de performances du système de communication à la validation de l'architecture opérationnelle - cas du système embarqué dans l'automobile"
"Informatique", "COUV", "2014", "1", "L’art de l’improvisation dans les musiques du maqâm"
"Informatique", "COMM", "2014", "5", "Designing Sound Identity: Providing new communication tools for building brands &quot;corporate sounds&quot;"
"Linguistique", "ART", "2014", "1", "Modélisation de la communication lors des ateliers de philosophie en contexte scolaire"
"Lettres", "ART", "2008", "1", "L'édition de textes médiévaux anglais, une difficulté nécessaire"
"Lettres", "COUV", "2003", "1", "Sainte Barbe et sainte Christine aux fenêtres du martyre"
"Lettres", "ART", "2012", "1", "« ‘Pensez que je parle à des esprits profanes’ : Philippe d’Angoumois et la dévotion pour mondains »"
"Informatique", "ART", "2010", "1", "Mise en œuvre du contrôle de qualité d'une caméra TEMP-TDM"
"Linguistique", "ART", "1992", "1", "De la traduction automatique à la linguistique computationnelle. Contribution à une chronologie des années 1959-1965"
"Informatique", "COMM", "2014", "5", "Neuronal population correlate of asymmetric auditory perception in mice"
"Lettres", "COUV", "2004", "1", "notice Xénophane"
"Linguistique", "COUV", "1999", "1", "La mécanisation du dictionnaire dans les premières expériences de traduction automatique (1948-1960)"
"Linguistique", "COUV", "1997", "2", "Le vocalisme du berbère zénaga de Mauritanie. Premiers résultats d'une analyse acoustique"
"Lettres", "COMM", "2012", "1", "Représentation de la violence révolutionnaire dans le roman policier historique contemporain"
"Lettres", "COMM", "2011", "1", "L’esthétique transnationale : étude de Leave it to Me de Bharati Mukherjee"
"Linguistique", "COUV", "1998", "1", "La prosodie comme mécanisme d’intégration dans le couple question réponse"
"Informatique", "COMM", "1995", "2", "Galeries Techniques. Quelle gestion pour ce système ?"
"Informatique", "COUV", "2010", "1", "Can one speak of meaning in music?"
"Informatique", "ART", "2013", "2", "Rhetorical strategies for sound design and auditory display : A case study"
"Linguistique", "COUV", "2013", "2", "Comment adopter le dispositif que nous avons expérimenté ? : Vers des adaptations possibles de la multilittératie de futurs enseignants de langue dans un dispositif multimodal et plurilingue"
"Informatique", "COMM", "2014", "6", "Categorisation des sons de liquide"
"Lettres", "COUV", "2013", "1", "Introduction : Écritures diasporiques"
"Informatique", "COMM", "2004", "2", "Synthèse vocale par sélection linguistiquement orientée d'unités non-uniformes : LiONS"
"Informatique", "COMM", "2016", "5", "Encodage structurel et ré-éditorialisation"
"Informatique", "COUV", "2014", "5", "Non-Verbal Imitations as a Sketching Tool for Sound Design"
"Lettres", "COMM", "2007", "1", "De l’idéal d’une république d’esprits forts à l’utopie critique. Pour une réinterprétation de l’Histoire des Ajaoiens"
"Informatique", "COMM", "2011", "2", "Discours et pratiques autour des Environnements Numériques de Travail - Utopie ou réalité ?"
"Informatique", "COMM", "2011", "3", "Articuler motivation et apprentissage grâce aux facettes du jeu sérieux"
"Informatique", "COMM", "2012", "4", "Procédure de vote parallèle dans les référendums multiples : une approche expérimentale"
"Informatique", "COMM", "2005", "6", "Toward a Sound Design Methodology"
"Linguistique", "COUV", "2009", "1", "Qu'est-ce que le breton ? La question de la langue."
"Informatique", "COMM", "2012", "5", "Indexation des Bases Vidéos à l'aide d'une Modélisation du Flot Optique par Bases de Polynômes"
"Informatique", "COMM", "2006", "5", "Evaluation de systèmes d’encodage ambisonique aux ordres supérieurs"
"Linguistique", "ART", "2011", "2", "Les formules d'allocution nominales dans les Tragédies de Sénèque"
"Informatique", "COMM", "2012", "4", "Reconstruction d'un nuage de points 3D étant donné un modèle CAO a priori"
"Informatique", "COMM", "2012", "3", "Répondre aux questions Que faire pour par synthèse de contrôleur sur des automates temporisés - Application à la gestion de la pêche"
"Linguistique", "COMM", "2012", "2", "Les reprises et leurs fonctions communicatives dans un corpus de discussions à visée philosophique à l'école primaire et au collège"
"Lettres", "COMM", "2009", "1", "Halma Angélico et la conciliation espagnole dʼavant-guerre : le christianisme opposé à la révolution (féministe)"
"Informatique", "COMM", "2012", "3", "Approche photométrique pour une triangulation précise"
"Informatique", "COMM", "1998", "4", "Integrating Constraint Programming in Visual Musical Composition Languages"
"Linguistique", "COMM", "2011", "1", "FLS, le benjamin disciplinaire ?"
"Linguistique", "COMM", "2015", "2", "Raconter comment cela se passe vraiment. Comparaison entre la narration de la recherche dans les cahiers de laboratoire et dans les articles de recherche"
"Informatique", "COMM", "2002", "3", "Collecte de données biologiques à partir de sources multiples et hétérogènes. Vers une structure de médiation conviviale et orientée source"
"Lettres", "ART", "2001", "1", "Montaigne et Maldonat"
"Informatique", "COMM", "2012", "2", "De l'utilisation de l'Answer Set Programming pour la formalisation de logiques de description"
"Lettres", "COMM", "2003", "1", "Ici Essais"
"Informatique", "COMM", "2012", "4", "Modélisation ontologique de processus dans le domaine de la veille épidémiologique"
"Informatique", "COMM", "2012", "3", "Intégration d'une approche structurelle dans un cadre hybride pour la résolution de CSP"
"Lettres", "COMM", "2006", "1", "De l'atopie énonciative à la concurrence discursive : les modalisations autonymiques de l'engagement dans les écrits personnels de Roger Martin du Gard"
"Lettres", "COUV", "2014", "3", "Rapport introductif : identité, héraldique et parenté"
"Linguistique", "COUV", "2010", "1", "Phrase canonique et construction impersonnelle en français : de la concordance à la discordance"
"Informatique", "COMM", "2012", "3", "Reconnaissance d'objets par apprentissage d'images - Réseaux de neurones à champs récepteurs aléatoires"
"Informatique", "ART", "2001", "3", "Perceptual pitch shift for sounds with similar waveform autocorrelation"
"Informatique", "COMM", "2012", "3", "Estimation de la concentration d'un agent biologique par détection de rupture sur vidéos de fluorescences issues de PCR"
"Informatique", "ART", "2007", "2", "Sharing Descriptions of Movement"
"Lettres", "COMM", "2008", "1", "Le Journal de Roger Martin du Gard : formes d'un biographique romanesque"
"Linguistique", "COMM", "2009", "1", "Comment passer d'une compétence langagière à une compétence interculturelle dans un contexte de classe multiculturelle partageant le FLS ?"
"Lettres", "COUV", "2013", "1", "Nationalisme culturel, renaissance gaélique et naissance de l’identité irlandaise moderne"
"Informatique", "COMM", "2007", "2", "On some musical applications of Ircam’s “Mathematical School for Musicians and other Non-Mathematicians”"
"Linguistique", "COUV", "2008", "1", "Documenter l'articulation des ressources multimodales dans le temps : la transcription d'enregistrements vidéos d'interactions"
"Informatique", "COMM", "2008", "6", "Environmental sound description : a meta-analysis of timbre perception"
"Linguistique", "ART", "2008", "1", "Image de la France chez les enseignants et les apprenants de FLE : de l'éclairage du vécu par les sciences humaines."
"Linguistique", "COMM", "2007", "1", "Sciences du langage et didactique des langues. L’exemple du FLE"
"Lettres", "ART", "2002", "1", "Petit eB deviendra grand... Montaigne correcteur de l'exemplaire Lalanne (Bordeaux, S. Millanges, 1580, premier état de la page de titre)"
"Informatique", "COMM", "2006", "2", "Atelier Systèmes d'information audiovisuelle"
"Informatique", "COMM", "2003", "5", "CarrotAge, un logiciel pour la fouille de données agricoles"
"Linguistique", "COMM", "2011", "1", "La mondialisation et les Humanités : difficultés et perspectives,"
"Linguistique", "COMM", "2011", "1", "Conférence de clôture Didactique du français et formation des professeurs"
"Linguistique", "ART", "2005", "2", "Le problème central du figement est le semi-figement"
"Lettres", "ART", "2017", "1", "Une catégorie éthique de l’entendement lettré : le concept de désintéressement"
"Informatique", "COMM", "2008", "4", "OENOCOCCUS OENI (alias Leuconostoc oenos) UNE BACTERIE LACTIQUE DU VIN. QUE NOUS APPORTE LE SEQUENCAGE DE SON GENOME?"
"Linguistique", "COMM", "2014", "1", "La pause silencieuse dans la parole normale et pathologique"
"Linguistique", "COMM", "2014", "4", "Dyslexie : La pause, indice d'un déficit en narration"
"Informatique", "ART", "2014", "4", "Cryptris 1/2. Comprendre une des techniques les plus sophistiquées de cryptographie en... jouant à Tetris."
