"Domaine","Support","Année","Nauteurs","Titre"
"Informatique", "COMM", "2007", "2", "Approche distribuée et auto-adaptative pour la régulation de la taille d'une population d’agents mobiles dans un réseau"
"Linguistique", "COMM", "2017", "3", "Étude de l’évolution sémantique des prépositions à, en, dans, dedans du français. Quel(s) apport(s) d’une périodisation automatique ?"
"Linguistique", "COUV", "2011", "1", "Aborder la notion de « droits de l’homme » en classe de français juridique : Approche transculturelle ou herméneutique ?"
"Informatique", "COMM", "2014", "1", "Algorithmes Parallèles de Multiplication Scalaire Optimisée sur Courbes Elliptiques Binaires"
"Linguistique", "COMM", "2008", "1", "Francophonie et construction identitaire à l'école plurilingue andorrane"
"Linguistique", "ART", "2006", "2", "Etats internes, fausse croyance et explications dans les récits: effets de l'étayage chez les enfants de 4 à 12 ans"
"Linguistique", "COMM", "2004", "2", "Caractérisation de textes à contenu idéologique : statistique textuelle ou extraction se syntagme ? l'exemple du projet PRINCIP"
"Informatique", "ART", "2016", "1", "Regard sur « À quoi rêvent les algorithmes »"
"Linguistique", "COMM", "2008", "1", "Des termes des experts aux mots des patients : un discours à construire"
"Lettres", "COUV", "2017", "1", "ARTHUR DANS LES CHRONIQUES BRETONNES DU XVe SIÈCLE"
"Linguistique", "ART", "2002", "1", "Les propriétés aspectuelles du passif"
"Informatique", "COMM", "2013", "6", "Approche de l'éradication ponctuelle d'un insecte invasif par illumination électromagnétique micro-onde circulaire"
"Linguistique", "ART", "1999", "1", "Analyse du discours et grammaire de texte : des problèmes communs"
"Linguistique", "COMM", "2016", "2", "Les frontières de la recherche sur l’enseignement-apprentissage de l’anglais de spécialité : pour une didactique de l’ASP."
"Lettres", "ART", "2010", "1", "Benvenuto Cellini, sculpteur de mots et conteur d'images : la Vita, manifeste à la gloire de l'art"
"Lettres", "COMM", "2008", "1", "La place de la poésie dans les Étrennes à la jeunesse 1760-1780"
"Lettres", "COUV", "2017", "1", "« Beau et sublime »"
"Informatique", "COMM", "1981", "1", "Technologie et création artistique"
"Linguistique", "COUV", "2008", "1", "Sectes et sectateurs dans le Traité sur la tolérance de Voltaire. Enquête lexicologique et étude stylistique"
"Linguistique", "ART", "2017", "1", "Analyse des pratiques langagières de jeunes utilisateurs algériens de la messagerie instantanée Facebook."
"Informatique", "COMM", "2016", "3", "Robustesse de la RAP à la parole expressive âgée vs. typique : contexte de commandes dans un habitat intelligent"
"Lettres", "ART", "2018", "1", "Les 622 chutes de Bronio"
"Lettres", "COMM", "2010", "1", "La personnification dans les théories poétiques de la Renaissance"
"Informatique", "ART", "2014", "3", "Compacité pratique des diagrammes de décision valués. Normalisation, heuristiques et expérimentations"
"Informatique", "ART", "2013", "4", "Solutions multi-agents pour la prise en charge à domicile des séniors"
"Informatique", "ART", "2008", "3", "Le problème du voyageur de commerce"
"Lettres", "ART", "1992", "1", "La jeunesse de Baudelaire vue par ses amis"
"Lettres", "COMM", "2014", "1", "Le monde des spectacles dans la ville du futur : s’évader d’une société positiviste"
"Linguistique", "COMM", "2011", "1", "L'influence de l'interaction mère-enfant sur les compétences langagières de l'enfant : Entre besoins et capacités"
"Linguistique", "COMM", "1997", "2", "Note sur la racine en indo-européen et en sémitique"
"Informatique", "ART", "2015", "2", "Vers la génération des syntaxes concrètes graphiques pour les langages de modélisation métier"
"Linguistique", "COUV", "2013", "1", "Medias, Régimes de croyance et formes de vie"
"Linguistique", "COMM", "2013", "1", "L'expérience ANNODIS"
"Informatique", "COMM", "2010", "4", "MAC-RANSAC : reconnaissance automatique d'objets multiples"
"Lettres", "COUV", "2013", "1", "Topographie de l'effacement : lecture d'un poème d'Eavan Boland"
"Informatique", "COMM", "2009", "3", "Empreintes conceptuelles et spatiales pour la caractérisation des réseaux sociaux"
"Informatique", "COMM", "2014", "4", "Dénition expérimentale du cadre de fonctionnement d'un système d'évaluation par grille basé sur l'apprentissage articiel"
"Informatique", "COMM", "2006", "2", "Méthodes et outils pour la lexicographie bilingue en ligne : le cas du Grand Dictionnaire Estonien-Français"
"Informatique", "COMM", "2007", "3", "Estimation des durées minimales de basculement pour un satellite d'observation agile autonome"
"Informatique", "COMM", "2013", "10", "Vers des Agents Conversationnels Animés Socio-Affectifs"
"Linguistique", "COUV", "2013", "1", "Il peut exprimer ses difficultés : une lecture  évènementielle  de pouvoir dans des rapports de travailleurs sociaux"
"Linguistique", "ART", "2011", "1", "Filières bilingues et trajectoire biographique des élèves : une continuité sociolinguistique ? Le cas des filières bilingues francophones en Bulgarie"
"Informatique", "COMM", "2006", "4", "Approche Récursive d'Etiquetage des Chemins Alternatifs au Niveau IP"
"Linguistique", "COUV", "2007", "1", "Eloge de la grammaire"
"Informatique", "COMM", "2012", "4", "Bornes inférieures et supérieures pour l’ordonnancement modulo sous contraintes de ressources"
"Linguistique", "COMM", "2010", "1", "Subordonnants japonais : réflexion sur les caractères substantifs des mots"
"Linguistique", "ART", "2014", "1", "Traumdeutung: grec ὄναρ, ὄνειρος, arm. anowrǰ, etc."
"Linguistique", "ART", "2012", "1", "Modéliser des séquences en FLE et en FL1: analyse comparée de l'unité didactique et de la séquence didactique"
"Informatique", "ART", "2008", "1", "Chroniques informatiques : des hiéroglyphes aux écritures informatiques"
"Lettres", "COMM", "2009", "1", "Critique d'art au féminin au 19e siècle : Mathilde Stevens"
"Lettres", "COMM", "2011", "1", "Comprendre et traduire le langage du corps et des choses chez Hugo von HOFMANNSTHAL : Le langage corporel et gestuel comme nouvel outil d’expression"
"Informatique", "COMM", "2005", "3", "Indexation de documents AV : ontologies, patrons de conception et d'utilisation"
"Lettres", "COUV", "2007", "1", "Victorien Sardou et le spiritisme"
"Linguistique", "ART", "2014", "1", "Sur trois éditions des Saisons de Saint-Lambert publiées en 1769"
"Linguistique", "ART", "2013", "1", "Syntaxe du français parlé vs. écrit : le cas de la position de l'adjectif épithète par rapport au nom"
"Lettres", "COMM", "2008", "1", "Un Taciturne, un drame psychologique à l'inspiration boulevardière et romanesque"
"Informatique", "ART", "2006", "1", "Exploration guidée en apprentissage par renforcement"
"Lettres", "ART", "1993", "1", "Fragile euphorie : la statue de Condillac et les impasses de l'individu"
"Informatique", "COMM", "1997", "1", "Les enjeux du développement durable"
"Informatique", "COMM", "2009", "3", "Extension de la méthode FRIFS pour l'automatisation de l'extraction de paramètres"
"Informatique", "COUV", "2011", "3", "Psychological Measurement for Sound Description and Evaluation"
"Linguistique", "ART", "1995", "1", "Les frontières du Cap Corse, approches et problèmes"
"Informatique", "ART", "1998", "1", "La représentation multiple d'objets pour l'ingénierie"
"Linguistique", "ART", "2006", "1", "La mise en relation dialogique dans les portraits de presse"
"Lettres", "COUV", "1999", "1", "Royauté et souveraineté : Shakespeare et la politique"
"Informatique", "ART", "2014", "2", "Recension de The blind spot. Lectures on logic par J.-Y. Girard (European Mathematical Society, 2011)."
"Informatique", "COMM", "2012", "5", "Impact de l'évaluation de la fiabilité opérationnelle pendant la mission d'un avion"
"Informatique", "COMM", "2012", "3", "Identification Des Paramètres Parasites D'un Filtre CEM Par L'analyse Par Intervalle"
"Linguistique", "ART", "2008", "1", "Les Glosulae in Priscianum : sémantique et universaux"
"Informatique", "COMM", "2010", "3", "Une nouvelle architecture parallèle pour le problème de validité des QBF"
"Informatique", "COMM", "2007", "3", "Résolution de la référence dans des dialogues homme-machine : évaluation sur corpus de deux approches symbolique et probabiliste"
"Informatique", "COMM", "2005", "2", "Classification 2-3 hiérarchique de données du Web"
"Informatique", "ART", "2014", "3", "REISA : Enrichissement contrôlé de bases de connaissances à partir de documents annotés"
"Linguistique", "ART", "2012", "1", "Sur et les noms de territoires"
"Lettres", "COUV", "2017", "1", "Aquilon de Bavière et l'histoire."
"Informatique", "COMM", "2012", "4", "Évaluation de la qualité de jeux de tests hybrides en domotique"
"Linguistique", "ART", "2009", "1", "L'angoisse, sa mise en discours"
"Informatique", "COUV", "2002", "2", "The roots of musical variation in perceptual similarity and invariance"
"Informatique", "COMM", "2017", "5", "Prototyper un compilateur de requêtes avec Coq"
"Lettres", "COUV", "2013", "1", "Construire la certitude dans le discours scientifique"
"Linguistique", "COMM", "2006", "1", "Micro-toponymie et dialectologie: le terrain en partage"
"Informatique", "COMM", "2006", "3", "Des technologies de l'information aux technologies de la connaissance ?"
"Informatique", "COMM", "2010", "4", "Différenciation numérique multivariable II : Projection orthogonale et filtrage à RIF"
"Lettres", "ART", "2010", "1", "Le culte de Diomède dans les insulae Diomedeae (Adriatique) : tradition et découvertes archéologiques"
"Lettres", "ART", "2010", "1", "Les poèmes au cœur de l’enseignement du français"
"Informatique", "COMM", "1998", "6", "Structuration de vidéos pour des interfaces de consultation avancées"
"Linguistique", "COUV", "2013", "1", "Cultures, discours, langues : aspects récurrents, idées émergentes. Contextes, représentations et modèles mentaux"
"Lettres", "ART", "2009", "1", "Littératures caribéennes : écrire le présent dans les marges de la contre-histoire"
"Linguistique", "COMM", "2004", "1", "Spécificateurs engendrés par les traits [±ANIME], [±HUMAIN], [±CONCRET] et structures d'arguments en arabe et en français"
"Informatique", "COMM", "2012", "16", "Instance nationale et multi-communauté de DIRAC pour France Grilles"
"Lettres", "COUV", "2014", "1", "Punition maternelle, expiation filiale, violence sur autrui. Une symbolique non résolue au croisement des genres narratifs"
"Linguistique", "COMM", "2008", "1", "Représentation ou interaction ? Les figures d'énonciateur dans les textes scientifiques"
"Linguistique", "ART", "1993", "1", "Le linguiste face aux applications industrielles."
"Linguistique", "COMM", "2007", "1", "Invitation de Mme Nouveau pour une semaine d'enseignement (6h) du 15-21 mai"
"Informatique", "COUV", "2012", "1", "Invariants colorimétriques pour la reconnaissance d'objets"
"Lettres", "ART", "2011", "1", "Notes géocritiques sur la ville créative"
"Linguistique", "ART", "2005", "1", "Les dérivés de noms propres dans le TLFi. Quelles bases pour quels sens ?"
"Informatique", "COMM", "2008", "3", "Emotirob : un modèle d'interaction émotionnelle"
"Linguistique", "ART", "2016", "1", "Hansi, Souvenirs d’un annexé récalcitrant : remarques lexicographiques"
"Lettres", "COMM", "2010", "1", "Littérature et mondialisation : réflexions sur la notion de patrimoine"
"Informatique", "COMM", "2007", "3", "Fusion égalitariste de bases de croyances ordonnées incommensurables"
"Linguistique", "COMM", "2006", "1", "Analyse fibroscopique des consonnes sourdes en berbère"
"Informatique", "COMM", "2013", "3", "Factorisation multi-biais pour de meilleures recommandations"
"Informatique", "COUV", "2014", "4", "Jeux et recherche heuristique"
"Informatique", "COMM", "2002", "3", "Modélisation de la fermeture coloniale chez les fourmis pour la classification non- supervisée"
"Lettres", "ART", "2015", "1", "« Emile Benveniste et la modernité de Baudelaire : Etre moderne, c'est être vrai»"
"Linguistique", "ART", "2006", "1", "Compte rendu de : Pierre Bec, Les instruments de musique d'origine arabe : sens et histoire de leurs désignations, Toulouse, Conservatoire occitan, 2005, 85 p., Isatis (Cahiers d'ethnomusicologie régionale), 6."
"Informatique", "ART", "2013", "2", "Adore, a logical meta-model supporting business process evolution"
"Lettres", "ART", "2012", "1", "Peut-on lire en philosophe sa propre actualité politique ? Le dernier Diderot et l'héritage de Montesquieu"
"Linguistique", "COMM", "2015", "1", "Les apports de la sémiotique dans la valorisation des données numériques."
"Informatique", "ART", "2016", "2", "Métrique et qualité d'un simplexe"
"Linguistique", "ART", "2011", "1", "Compétition et mauvaise foi"
"Lettres", "ART", "2011", "1", "Le dit et le récit : avatars et détournements d'un support proverbial"
"Lettres", "COUV", "1995", "1", "Langage et pouvoir : les lectures publiques de poésie en R.D.A. dans les années soixante"
"Linguistique", "COUV", "2006", "1", "L'ordre des mots en prose et en vers : du Dom Juan de Molière au Festin de Pierre de Thomas Corneille"
"Lettres", "ART", "2005", "2", "Quand la chanson connaît la chanson"
"Lettres", "ART", "2001", "1", "L'énigme Flavius Clemens, consul et martyr sous Domitien ou : le personnage historique et ses doubles littéraires"
